t,AF,S,fed,variant
431,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
432,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
433,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
434,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
435,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
436,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
437,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
438,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
439,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
440,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
441,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
442,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
443,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
444,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
445,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
446,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
447,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
448,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
449,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
450,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
451,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
452,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
453,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
454,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
455,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
456,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
457,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
458,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
459,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
460,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
461,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
462,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
463,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
464,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
465,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
466,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
467,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
468,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
469,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
470,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
471,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
472,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
473,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
474,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
475,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
476,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
477,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
478,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
479,0.9999999863762482,1.3623751951516718e-09,0,EAO+M1a
480,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
481,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
482,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
483,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
484,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
485,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
486,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
487,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
488,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
489,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
490,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
491,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
492,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
493,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
494,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
495,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
496,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
497,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
498,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
499,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
500,0.9999999864887901,1.3511210077366805e-09,0,EAO+M1a
